Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	ccs	cluster index	componentindex	ion_mobility	ion_mobility_unit	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"821","main.cluster index_upperinput":"821"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.2206	5.2206	0	N/A	N/A	2439385.5374000003	56	 	821	55	 	 	 	56	707.2962	2	354.1481	2439385.5374000003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"822","main.cluster index_upperinput":"822"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	4.8645	4.8645	0	N/A	N/A	2520537.6592	58	 	822	118	 	 	 	58	354.1733	1	354.1733	2520537.6592
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"823","main.cluster index_upperinput":"823"}	This Node is a Singleton	"InChI=1S/C19H25NO4/c1-13(8-9-17(21)19(2,3)23)10-11-24-16-12-18(22)20-15-7-5-4-6-14(15)16/h4-7,10,12,17,21,23H,8-9,11H2,1-3H3,(H,20,22)/b13-10+"	Bucharaine CollisionEnergy:205060	0.70905	 	6.9525	6.9525	0	CC(=CCOc1cc(O)nc2ccccc12)CCC(O)C(C)(C)O	CCMSLIB00010117565	7765749.123300001	72	 	823	-1	 	 	 	72	354.1733	1	354.1733	7765749.123300001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"824","main.cluster index_upperinput":"824"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=130&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.9841	6.9841	0	N/A	N/A	38918731.9479	193	 	824	130	 	 	 	193	354.2063	1	354.2063	38918731.9479
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"825","main.cluster index_upperinput":"825"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.2653	7.2653	0	N/A	N/A	1492130.9941999998	40	 	825	7	 	 	 	40	354.2427	1	354.2427	1492130.9941999998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"826","main.cluster index_upperinput":"826"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=139&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.6335	7.6335	0	N/A	N/A	13024705.530999998	102	 	826	139	 	 	 	102	354.2539	1	354.2539	13024705.530999998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"827","main.cluster index_upperinput":"827"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.5787	5.5787	0	N/A	N/A	3944991.9848999996	55	 	827	7	 	 	 	55	354.2539	1	354.2539	3944991.9848999996
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"828","main.cluster index_upperinput":"828"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=284&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.8770	8.8770	0	N/A	N/A	1841504.766	6	 	828	284	 	 	 	6	354.3366	1	354.3366	1841504.766
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"829","main.cluster index_upperinput":"829"}	This Node is a Singleton	N/A	N/A	N/A	 	4.9614	4.9614	0	N/A	N/A	10117222.680499999	177	 	829	-1	 	 	 	177	708.4116	2	354.7058	10117222.680499999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"830","main.cluster index_upperinput":"830"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.1602	10.1602	0	N/A	N/A	4586691.034200001	155	 	830	3	 	 	 	155	355.2481	1	355.2481	4586691.034200001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"831","main.cluster index_upperinput":"831"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	Spectral Match to 1-Linoleoylglycerol from NIST14	0.896806	 	9.8372	9.8372	0	N/A	CCMSLIB00003134936	15391217.939099995	229	 	831	1	 	 	 	229	355.2844	1	355.2844	15391217.939099995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"832","main.cluster index_upperinput":"832"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	Spectral Match to 1-Linoleoylglycerol from NIST14	0.8998209999999999	 	10.5528	10.5528	0	N/A	CCMSLIB00003134936	25183027.143099993	398	 	832	1	 	 	 	398	355.2844	1	355.2844	25183027.143099993
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"833","main.cluster index_upperinput":"833"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	Spectral Match to 1-Linoleoylglycerol from NIST14	0.8270959999999999	 	9.5963	9.5963	0	N/A	CCMSLIB00003134936	1701579.8172	53	 	833	1	 	 	 	53	355.2844	1	355.2844	1701579.8172
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"834","main.cluster index_upperinput":"834"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	Spectral Match to 1-Linoleoylglycerol from NIST14	0.8721709999999999	 	10.4637	10.4637	0	N/A	CCMSLIB00003134936	7416042.8703	220	 	834	1	 	 	 	220	355.2845	1	355.2845	7416042.8703
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"835","main.cluster index_upperinput":"835"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=130&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.4575	7.4575	0	N/A	N/A	3185351.5340999993	76	 	835	130	 	 	 	76	356.2219	1	356.2219	3185351.5340999993
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"836","main.cluster index_upperinput":"836"}	This Node is a Singleton	N/A	N/A	N/A	 	5.8957	5.8957	0	N/A	N/A	566214.408	7	 	836	-1	 	 	 	7	356.2221	1	356.2221	566214.408
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"837","main.cluster index_upperinput":"837"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	1S/C22H45NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h24H,2-21H2,1H3,(H,23,25)	Massbank:RP002402 Arachidoyl Ethanolamide|N-(2-hydroxyethyl)icosanamide	0.7110029999999999	 	9.3880	9.3880	0	CCCCCCCCCCCCCCCCCCCC(=O)NCCO	CCMSLIB00005738762	882848.6261	24	 	837	83	 	 	 	24	356.3524	1	356.3524	882848.6261
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"838","main.cluster index_upperinput":"838"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	0.7877	0.7877	0	N/A	N/A	41336508.24099999	478	 	838	69	 	 	 	478	357.1126	1	357.1126	41336508.24099999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"839","main.cluster index_upperinput":"839"}	This Node is a Singleton	N/A	N/A	N/A	 	9.4307	9.4307	0	N/A	N/A	2716141.583200001	77	 	839	-1	 	 	 	77	714.4123	2	357.7061	2716141.583200001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"840","main.cluster index_upperinput":"840"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.5577	10.5577	0	N/A	N/A	63307336.9120999	559	 	840	3	 	 	 	559	358.2590	1	358.2590	63307336.9120999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"841","main.cluster index_upperinput":"841"}	This Node is a Singleton	N/A	N/A	N/A	 	7.8314	7.8314	0	N/A	N/A	40240833.49180002	382	 	841	-1	 	 	 	382	358.2590	1	358.2590	40240833.49180002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"842","main.cluster index_upperinput":"842"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.1662	8.1662	0	N/A	N/A	11138171.1926	314	 	842	19	 	 	 	314	358.2954	1	358.2954	11138171.1926
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"843","main.cluster index_upperinput":"843"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	9.9966	9.9966	0	N/A	N/A	1334799.1192	24	 	843	83	 	 	 	24	358.3680	1	358.3680	1334799.1192
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"844","main.cluster index_upperinput":"844"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=189&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.6090	10.6090	0	N/A	N/A	49526332.62260003	476	 	844	189	 	 	 	476	358.3681	1	358.3681	49526332.62260003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"845","main.cluster index_upperinput":"845"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=145&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.8148	5.8148	0	N/A	N/A	2217879.6467999993	35	 	845	145	 	 	 	35	359.2804	1	359.2804	2217879.6467999993
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"846","main.cluster index_upperinput":"846"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=237&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	9.0673	9.0673	0	N/A	N/A	6027858.597400002	70	 	846	237	 	 	 	70	360.1232	1	360.1232	6027858.597400002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"847","main.cluster index_upperinput":"847"}	This Node is a Singleton	N/A	N/A	N/A	 	6.2401	6.2401	0	N/A	N/A	435823.70200000005	3	 	847	-1	 	 	 	3	360.1708	1	360.1708	435823.70200000005
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"848","main.cluster index_upperinput":"848"}	This Node is a Singleton	N/A	N/A	N/A	 	6.1623	6.1623	0	N/A	N/A	2551114.354999999	80	 	848	-1	 	 	 	80	360.2105	1	360.2105	2551114.354999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"849","main.cluster index_upperinput":"849"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=60&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.7132	6.7132	0	N/A	N/A	5681504.2602	15	 	849	60	 	 	 	15	360.2380	1	360.2380	5681504.2602
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"850","main.cluster index_upperinput":"850"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.8343	7.8343	0	N/A	N/A	265713465.66950002	229	 	850	7	 	 	 	229	360.2533	1	360.2533	265713465.66950002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"851","main.cluster index_upperinput":"851"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.2363	8.2363	0	N/A	N/A	17703585.852999996	121	 	851	7	 	 	 	121	360.2534	1	360.2534	17703585.852999996
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"852","main.cluster index_upperinput":"852"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.7897	5.7897	0	N/A	N/A	40675619.8657	349	 	852	19	 	 	 	349	360.2746	1	360.2746	40675619.8657
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"853","main.cluster index_upperinput":"853"}	This Node is a Singleton	N/A	N/A	N/A	 	8.9758	8.9758	0	N/A	N/A	7143876.761800001	55	 	853	-1	 	 	 	55	360.3110	1	360.3110	7143876.761800001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"854","main.cluster index_upperinput":"854"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.1771	10.1771	0	N/A	N/A	856203.8859999999	10	 	854	57	 	 	 	10	361.2014	1	361.2014	856203.8859999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"855","main.cluster index_upperinput":"855"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=114&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.5296	5.5296	0	N/A	N/A	6921485.256099999	106	 	855	114	 	 	 	106	361.2122	1	361.2122	6921485.256099999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"856","main.cluster index_upperinput":"856"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.4428	6.4428	0	N/A	N/A	3321925.171099999	66	 	856	99	 	 	 	66	361.2122	1	361.2122	3321925.171099999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"857","main.cluster index_upperinput":"857"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	InChI=1S/C20H34O4/c1-7-19(5,23)13-11-12-18(4)10-8-9-17(2,3)15(18)14(21)16(22)20(12,6)24-13/h7,12-16,21-23H,1,8-11H2,2-6H3	2-(2-hydroxybut-3-en-2-yl)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran-4,5-diol	0.771878	 	10.1494	10.1494	0	C=CC(C)(O)C1CC2C3(C)CCCC(C)(C)C3C(O)C(O)C2(C)O1	CCMSLIB00004715238	641395136.2201998	549	 	857	7	 	 	 	549	361.2447	1	361.2447	641395136.2201998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"858","main.cluster index_upperinput":"858"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=109&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.8046	5.8046	0	N/A	N/A	848445.8885	28	 	858	109	 	 	 	28	361.2484	1	361.2484	848445.8885
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"859","main.cluster index_upperinput":"859"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	InChI=1S/C23H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(24)26-21-22-20-25-22/h6-7,9-10,12-13,15-16,22H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-	Spectral Match to O-Arachidonoylglycidol from NIST14	0.8519049999999999	 	10.4416	10.4416	0	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC1CO1	CCMSLIB00003135670	21882178.50680001	216	 	859	1	 	 	 	216	361.2739	1	361.2739	21882178.50680001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"860","main.cluster index_upperinput":"860"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	11.1504	11.1504	0	N/A	N/A	4238086.134999999	155	 	860	35	 	 	 	155	361.2739	1	361.2739	4238086.134999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"861","main.cluster index_upperinput":"861"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	InChI=1S/C23H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(24)26-21-22-20-25-22/h6-7,9-10,12-13,15-16,22H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-	Spectral Match to O-Arachidonoylglycidol from NIST14	0.8666959999999999	 	9.7311	9.7311	0	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC1CO1	CCMSLIB00003135670	73398488.61039995	461	 	861	1	 	 	 	461	361.2739	1	361.2739	73398488.61039995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"862","main.cluster index_upperinput":"862"}	This Node is a Singleton	N/A	N/A	N/A	 	11.7028	11.7028	0	N/A	N/A	1931665.2348999996	47	 	862	-1	 	 	 	47	361.3314	1	361.3314	1931665.2348999996
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"863","main.cluster index_upperinput":"863"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	2.3509	2.3509	0	N/A	N/A	12696983.9708	76	 	863	3	 	 	 	76	362.1236	1	362.1236	12696983.9708
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"864","main.cluster index_upperinput":"864"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.8862	5.8862	0	N/A	N/A	4243281.8876	83	 	864	7	 	 	 	83	362.1961	1	362.1961	4243281.8876
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"865","main.cluster index_upperinput":"865"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.2099	7.2099	0	N/A	N/A	100269679.01050003	219	 	865	11	 	 	 	219	362.2325	1	362.2325	100269679.01050003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"866","main.cluster index_upperinput":"866"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.8160	6.8160	0	N/A	N/A	29561523.960499994	144	 	866	7	 	 	 	144	362.2326	1	362.2326	29561523.960499994
