formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C26H49NO7	[M - H2O + H]+	C26H48NO6+	Amino acids and Peptides	0.295	Macrolides	0.454	Cholane steroids	0.323	Lipids and lipid-like molecules	0.909	Steroids and steroid derivatives	0.607	Bile acids, alcohols and derivatives	0.593	Hydroxy bile acids, alcohols and derivatives	0.678	Hydroxy bile acids, alcohols and derivatives	0.678	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	470.348	562	592791716514163750	592789480861970826	1225
1	C25H44O9	[M - H2O + H]+	C25H43O8+	Fatty acids	1.000	Glycerolipids	0.999	Glycosyldiacylglycerols	0.425	Lipids and lipid-like molecules	0.998	Glycerolipids	0.979	Glycosylglycerols	0.992			Glycosylglycerols	0.992	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	471.295	578	592791668355164531	592789480924885391	1226
1	C25H44O9	[M - H2O + H]+	C25H43O8+	Fatty acids	1.000	Glycerolipids	0.999	Glycosyldiacylglycerols	0.520	Lipids and lipid-like molecules	0.998	Glycerolipids	0.979	Glycosylglycerols	0.995			Glycosylglycerols	0.995	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	471.295	566	592791730909015233	592789480983605652	1227
30	C21H44NO7P	[M + H3N + H]+	C21H48N2O7P+	Fatty acids	0.732	Glycerophospholipids	0.722	Glycerophosphoethanolamines	0.629	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.901	Amino acids and derivatives	0.900	N-acyl-alpha amino acids	0.555	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Phosphoethanolamines; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Amines; Primary amines; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	471.322	476	592791064857725670	592789481042325913	1228
1	C21H35N7O4	[M + Na]+	C21H35N7NaO4+	Amino acids and Peptides	0.330	Small peptides	0.223	Cyclic peptides	0.036	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.960	Amino acids, peptides, and analogues	0.931	Amino acids and derivatives	0.927	Carbamate esters	0.725	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbamate esters; Aminopyrimidines and derivatives; Diazines; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.263	425	592790834296831822	592789481168155043	1230
2	C21H35N7O4	[M + Na]+	C21H35N7NaO4+	Alkaloids	0.203	Pseudoalkaloids (transamidation)	0.161	Purine alkaloids	0.105	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.938	Tertiary amines	0.575	Dialkylarylamines	0.634	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.263	529	592791200342136319	592789481231069608	1231
5	C21H35N7O4	[M + Na]+	C21H35N7NaO4+	Amino acids and Peptides	0.253	Nucleosides	0.195	Purine alkaloids	0.092	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.953	Tertiary amines	0.593	Dialkylarylamines	0.618	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.263	496	592791304864192941	592789481298178477	1232
26	C23H41N3O5S	[M + H]+	C23H42N3O5S+	Amino acids and Peptides	0.813	Oligopeptides	0.239	Open-chain polyketides	0.221	Lipids and lipid-like molecules	0.535							Lipids and lipid-like molecules	0.535	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.280	421	592791056469117385	592789481361093042	1233
25	C25H46N2O3S	[M + H3N + H]+	C25H50N3O3S+	Alkaloids	0.609	Pseudoalkaloids (transamidation)	0.507	Open-chain polyketides	0.233	Lipids and lipid-like molecules	0.616							Lipids and lipid-like molecules	0.616	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonamides; Amines; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.357	623	592792016352378454	592789481474339260	1235
1	C26H51NO7	[M - H2O + H]+	C26H50NO6+	Fatty acids	1.000	Spingolipids	0.780	Fatty acyl carnitines	0.913	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.529	Amino acids and derivatives	0.528	Amino acids and derivatives	0.528	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Long-chain fatty acids; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.363	588	592791705583807351	592789481533059521	1236
1	C24H51NO6	[M + Na]+	C24H51NNaO6+	Fatty acids	1.000	Spingolipids	0.988	Sphingoid bases	0.985	Organic acids and derivatives	0.964	Hydroxy acids and derivatives	0.931	Beta hydroxy acids and derivatives	0.944			Beta hydroxy acids and derivatives	0.944	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.363	602	592791823498277140	592789481591779782	1237
25	C24H34N4O7	[M - H2O + H]+	C24H33N4O6+	Amino acids and Peptides	0.955	Oligopeptides	0.505	Cyclic peptides	0.117	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.684	Amino acids and derivatives	0.665	Alpha amino acids and derivatives	0.521	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	473.236	583	592791670498453923	592789481646305739	1238
5	C32H50	[M + K]+	C32H50K+	Terpenoids	0.995	Carotenoids (C40)	0.872	Carotenoids (C40, γ-Ψ)	0.114	Lipids and lipid-like molecules	0.946	Prenol lipids	0.870					Prenol lipids	0.870	Organic compounds; Lipids and lipid-like molecules; Cycloalkenes; Prenol lipids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	473.353	629	592791936190839086	592789481705026000	1240
1	C24H44NO6P	[M + H]+	C24H45NO6P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.998	Lipids and lipid-like molecules	0.977	Glycerophospholipids	0.995	Glycerophosphocholines	0.994	Lysophosphatidylcholines	0.889	1-acyl-sn-glycero-3-phosphocholines	0.845	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474.298	521	592791322916477544	592789481767940565	1241
4	C25H34N2O4S	[M + H3N + H]+	C25H38N3O4S+	Amino acids and Peptides	0.939	Macrolides	0.944	Epothilones	0.741	Phenylpropanoids and polyketides	0.384	Macrolides and analogues	0.827	Epothilones and analogues	0.521			Epothilones and analogues	0.521	Organic compounds; Organoheterocyclic compounds; Lactones; Thiazoles; Ketones; Alcohols and polyols; Macrolides and analogues; Epothilones and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; 2,4-disubstituted thiazoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	476.258	450	592791098139528587	592789482027987433	1245
3	C25H34N2O4S	[M + H3N + H]+	C25H38N3O4S+	Amino acids and Peptides	0.972	Macrolides	0.995	Epothilones	0.943	Phenylpropanoids and polyketides	0.800	Macrolides and analogues	0.973	Epothilones and analogues	0.829			Epothilones and analogues	0.829	Organic compounds; Organoheterocyclic compounds; Lactones; Thiazoles; Ketones; Alcohols and polyols; Macrolides and analogues; Epothilones and analogues; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; 2,4-disubstituted thiazoles; Cyclic ketones; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	476.258	500	592791194398807400	592789482086707694	1246
5	C20H42O11	[M + H3N + H]+	C20H46NO11+	Fatty acids	0.835	Fatty acyls	0.519	Fatty alcohols	0.443	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.994	Dialkyl ethers	0.994	Polyethylene glycols	0.996	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	476.306	246	592790120879241281	592789482145427955	1247
26	C25H47N7O3	[M - H2O + H]+	C25H46N7O2+	Amino acids and Peptides	0.403	Oligopeptides	0.157	Open-chain polyketides	0.060	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.902	Amino acids, peptides, and analogues	0.582	Amino acids and derivatives	0.573	Amino acids and derivatives	0.573	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	476.373	587	592791665196853476	592789482199953912	1248
2	C31H28N2O3	[M + H]+	C31H29N2O3+	Alkaloids	0.420	Tryptophan alkaloids	0.334	Acridone alkaloids	0.161	Organic acids and derivatives	0.887	Carboxylic acids and derivatives	0.836	Amino acids, peptides, and analogues	0.584	Amino acids and derivatives	0.584	Amino acids and derivatives	0.584	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Benzopyrans; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Benzene and substituted derivatives; Benzenoids; Amines; 1-benzopyrans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477.218	563	592791628475721755	592789482258674173	1249
2	C33H39N3	[M + H]+	C33H40N3+	Alkaloids	0.958	Tryptophan alkaloids	0.811	Simple indole alkaloids	0.295	Organoheterocyclic compounds	0.903	Tetrapyrroles and derivatives	0.935	Porphyrins	0.586			Porphyrins	0.586	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organonitrogen compounds; Tetrapyrroles and derivatives; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	478.322	565	592791622133934014	592789482313200130	1250
1	C23H46NO7P	[M + H]+	C23H47NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.983	Amino acids and derivatives	0.983	Amino acids and derivatives	0.983	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.309	653	592792246682585514	592789482426446348	1252
1	C23H46NO7P	[M + H]+	C23H47NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.999	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.986	Amino acids and derivatives	0.986	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.309	779	592793802719047412	592789482485166609	1253
1	C23H46NO7P	[M + H]+	C23H47NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.985	Amino acids and derivatives	0.985	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.309	662	592792650363377540	592789482543886870	1254
1	C23H46NO7P	[M + H]+	C23H47NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.985	Amino acids and derivatives	0.985	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.309	633	592792091547861228	592789482602607131	1255
1	C24H50NO6P	[M + H]+	C24H51NO6P+	Fatty acids	1.000	Glycerophospholipids	0.999	Glycerophosphocholines	0.994	Lipids and lipid-like molecules	0.931	Glycerophospholipids	0.991	Glycerophosphocholines	0.980			Glycerophosphocholines	0.980	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Glycerophosphocholines; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.345	602	592791815931752559	592789482661327392	1257
1	C24H50NO6P	[M + H]+	C24H51NO6P+	Fatty acids	1.000	Glycerophospholipids	0.999	Glycerophosphocholines	0.994	Lipids and lipid-like molecules	0.931	Glycerophospholipids	0.991	Glycerophosphocholines	0.980			Glycerophosphocholines	0.980	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Glycerophosphocholines; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.345	602	592791781878197896	592789482724241957	1258
1	C24H50NO6P	[M + H]+	C24H51NO6P+	Fatty acids	1.000	Glycerophospholipids	0.998	Glycerophosphocholines	0.992	Lipids and lipid-like molecules	0.904	Glycerophospholipids	0.988	Glycerophosphocholines	0.967			Glycerophosphocholines	0.967	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Glycerophosphocholines; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.345	589	592791767311380073	592789482787156522	1259
2	C24H52NO7P	[M - H2O + H]+	C24H51NO6P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.998	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.946	Amino acids, peptides, and analogues	0.769	Amino acids and derivatives	0.769	Amino acids and derivatives	0.769	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	480.345	621	592791924954298429	592789482858459695	1260
1	C23H48NO7P	[M + H]+	C23H49NO7P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.999	Lipids and lipid-like molecules	0.977	Glycerophospholipids	0.996	Glycerophosphocholines	0.993	Lysophosphatidylcholines	0.972	1-acyl-sn-glycero-3-phosphocholines	0.969	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	482.324	583	592791665737918730	592789483038814782	1263
1	C23H48NO7P	[M + H]+	C23H49NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphoethanolamines	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.986	Amino acids and derivatives	0.986	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	482.324	779	592793781642669621	592789483097535043	1264
