Site,xcoord,ycoord,Hab_Status,Shape_Area
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,22500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,9900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,45000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,43200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,115834500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,70200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,15300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,37800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,17100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,11700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,11700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,9900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,158400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,18000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,20700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,31500
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,9900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,18000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,8100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,12600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,34200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,34200
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,6300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,64800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,17100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,2700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native Dominated,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,8100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,30600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,24300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,135900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native Dominated,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,7200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,9900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,6300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,12600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native Dominated,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,8100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Native Dominated,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,15300
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,7200
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,47700
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,16200
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,15300
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,9000
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,3600
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,306900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,8100
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Bare < 5% plant cover,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,5400
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,52200
WM-06,-156.459213041371,20.7631387213807,Native / Alien Mix,1800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,317700
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,10800
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,900
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,4500
WM-06,-156.459213041371,20.7631387213807,Heavily Disturbed,2700
