formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C32H65NO8	[M - H2O + H]+	C32H64NO7+	Fatty acids	0.971	Spingolipids	0.868	Neutral glycosphingolipids	0.494	Lipids and lipid-like molecules	0.967	Fatty Acyls	0.911	Fatty amides	0.803	N-acyl amines	0.812	N-acyl amines	0.812	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	574.468	665	592792598052017705	592789500612949942	1555
1	C33H55NO8	[M - H2O + H]+	C33H54NO7+	Amino acids and Peptides	0.653	Linear polyketides	0.707	Open-chain polyketides	0.524	Lipids and lipid-like molecules	0.855	Fatty Acyls	0.642	Fatty amides	0.614	N-acyl amines	0.586	N-acyl amines	0.586	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	576.390	560	592791434770177579	592789500692641723	1556
1	C30H54O9	[M + H3N + H]+	C30H58NO9+	Terpenoids	0.180	Sesquiterpenoids	0.250	Dibenzylbutane lignans	0.051	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.998	Dialkyl ethers	0.976	Polyethylene glycols	0.994	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	576.410	624	592792079954804777	592789500759750592	1557
1	C36H50O7	[M - H2O + H]+	C36H49O6+	Terpenoids	0.935	Triterpenoids	0.807	Lanostane, Tirucallane and Euphane triterpenoids	0.516	Lipids and lipid-like molecules	0.971	Prenol lipids	0.781	Triterpenoids	0.538			Triterpenoids	0.538	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	577.353	639	592792231448872945	592789500818470853	1558
1	C40H53NO3	[M - H2O + H]+	C40H52NO2+	Terpenoids	0.603	Steroids	0.371	Estrane steroids	0.329	Lipids and lipid-like molecules	0.727	Steroids and steroid derivatives	0.519					Steroids and steroid derivatives	0.519	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Cyclic alcohols and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	578.400	657	592792394057846091	592789500940105679	1560
1	C33H42O10	[M - H2O + H]+	C33H41O9+	Polyketides	0.710	Triterpenoids	0.547	Tetraketide meroterpenoids	0.553	Lipids and lipid-like molecules	0.774	Steroids and steroid derivatives	0.620					Steroids and steroid derivatives	0.620	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Delta valerolactones; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Oxanes; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.276	689	592793271984400185	592789501003020244	1561
1	C34H46O9	[M - H2O + H]+	C34H45O8+	Polyketides	0.904	Meroterpenoids	0.247	Open-chain polyketides	0.118	Benzenoids	0.624							Benzenoids	0.624	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.313	659	592792463809122300	592789501061740505	1562
1	C40H54O4	[M - H2O + H]+	C40H53O3+	Terpenoids	1.000	Carotenoids (C40)	0.995	Carotenoids (C40, β-β)	0.523	Lipids and lipid-like molecules	0.990	Prenol lipids	0.996	Tetraterpenoids	0.888	Carotenoids	0.840	Xanthophylls	0.836	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.399	706	592793092963116214	592789501124655070	1563
1	C40H54O4	[M - H2O + H]+	C40H53O3+	Terpenoids	1.000	Carotenoids (C40)	0.997	Carotenoids (C40, β-β)	0.465	Lipids and lipid-like molecules	0.991	Prenol lipids	0.997	Tetraterpenoids	0.938	Carotenoids	0.913	Xanthophylls	0.916	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.399	684	592793033974424195	592789501187569635	1564
1	C40H54O4	[M - H2O + H]+	C40H53O3+	Terpenoids	1.000	Carotenoids (C40)	0.995	Carotenoids (C40, β-β)	0.555	Lipids and lipid-like molecules	0.991	Prenol lipids	0.997	Tetraterpenoids	0.899	Carotenoids	0.855	Xanthophylls	0.854	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.399	692	592793198558914041	592789501250484200	1565
1	C40H54O4	[M - H2O + H]+	C40H53O3+	Terpenoids	1.000	Carotenoids (C40)	0.994	Carotenoids (C40, β-β)	0.520	Lipids and lipid-like molecules	0.989	Prenol lipids	0.996	Tetraterpenoids	0.888	Carotenoids	0.840	Xanthophylls	0.837	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	581.399	581	592791730128874665	592789501313398765	1566
1	C31H48O9	[M + H3N + H]+	C31H52NO9+	Fatty acids	0.981	Glycerolipids	0.891	Glycosyldiacylglycerols	0.223	Lipids and lipid-like molecules	0.985	Glycerolipids	0.813	Glycosylglycerols	0.761			Glycosylglycerols	0.761	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	582.364	625	592792044282249049	592789501376313330	1567
1	C30H61N7O5	[M - H2O + H]+	C30H60N7O4+	Amino acids and Peptides	0.958	Oligopeptides	0.880	Linear peptides	0.265	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.955	Peptides	0.611	Peptides	0.611	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	582.473	653	592792477767766288	592789501435033591	1568
1	C34H47NO6	[M + H3N + H]+	C34H51N2O6+	Alkaloids	0.335	Tyrosine alkaloids	0.375	Isoquinoline alkaloids	0.202	Benzenoids	0.700	Benzene and substituted derivatives	0.503					Benzene and substituted derivatives	0.503	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	583.375	383	592790531661018819	592789501497948156	1569
1	C40H56O4	[M - H2O + H]+	C40H55O3+	Terpenoids	0.999	Carotenoids (C40)	0.992	Carotenoids (C40, β-β)	0.707	Lipids and lipid-like molecules	0.988	Prenol lipids	0.989	Tetraterpenoids	0.820	Carotenoids	0.794	Xanthophylls	0.826	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	583.415	683	592792971189886988	592789501556668417	1571
1	C40H56O4	[M - H2O + H]+	C40H55O3+	Terpenoids	0.999	Carotenoids (C40)	0.974	Carotenoids (C40, β-β)	0.689	Lipids and lipid-like molecules	0.992	Prenol lipids	0.987	Tetraterpenoids	0.694	Carotenoids	0.678	Xanthophylls	0.762	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	583.415	651	592792321559301161	592789501619582982	1572
1	C40H56O4	[M - H2O + H]+	C40H55O3+	Terpenoids	1.000	Carotenoids (C40)	0.987	Carotenoids (C40, β-β)	0.677	Lipids and lipid-like molecules	0.997	Prenol lipids	0.998	Tetraterpenoids	0.859	Carotenoids	0.840	Xanthophylls	0.861	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	583.415	726	592793443237833141	592789501674108939	1573
1	C31H39N5O5	[M + Na]+	C31H39N5NaO5+	Alkaloids	0.707	Pseudoalkaloids (transamidation)	0.088	Isoquinoline alkaloids	0.012	Benzenoids	0.953							Benzenoids	0.953	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	584.284	527	592791333091859050	592789501737023504	1574
1	C40H58O4	[M - H2O + H]+	C40H57O3+	Terpenoids	1.000	Carotenoids (C40)	0.982	Carotenoids (C40, β-β)	0.447	Lipids and lipid-like molecules	0.985	Prenol lipids	0.993	Tetraterpenoids	0.891	Carotenoids	0.863	Xanthophylls	0.873	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	585.430	676	592792837781658749	592789501799938069	1575
1	C40H58O4	[M - H2O + H]+	C40H57O3+	Terpenoids	0.999	Carotenoids (C40)	0.989	Carotenoids (C40, β-β)	0.665	Lipids and lipid-like molecules	0.984	Prenol lipids	0.986	Tetraterpenoids	0.839	Carotenoids	0.820	Xanthophylls	0.857	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	585.430	697	592793126093923581	592789501858658330	1576
1	C25H40O14	[M + Na]+	C25H40NaO14+	Terpenoids	0.824	Triterpenoids	0.452	Quassinoids	0.474	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.648	Glycosyl compounds	0.633	O-glycosyl compounds	0.700	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	587.229	690	592793017755050534	592789501976098852	1578
1	C30H54NO8P	[M + H]+	C30H55NO8P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.996	Lipids and lipid-like molecules	0.995	Glycerophospholipids	1.000	Glycerophosphocholines	0.999	Phosphatidylcholines	0.805	Phosphatidylcholines	0.805	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	588.366	525	592791302653794708	592789502034819113	1579
1	C30H55NO11	[M - H2O + H]+	C30H54NO10+	Polyketides	0.659	Macrolides	0.878	Open-chain polyketides	0.658	Phenylpropanoids and polyketides	0.416	Macrolides and analogues	0.634					Macrolides and analogues	0.634	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	588.374	468	592791146206253236	592789502089345070	1580
1	C33H34N4O5	[M + Na]+	C33H34N4NaO5+	Alkaloids	0.940	Tryptophan alkaloids	0.268	Pyrrole alkaloids	0.018	Organoheterocyclic compounds	0.997	Tetrapyrroles and derivatives	0.999					Tetrapyrroles and derivatives	0.999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	589.245	683	592793156196443617	592789502143871027	1581
1	C34H57NO8	[M - H2O + H]+	C34H56NO7+	Amino acids and Peptides	0.572	Macrolides	0.857	Open-chain polyketides	0.321	Lipids and lipid-like molecules	0.826	Fatty Acyls	0.633					Fatty Acyls	0.633	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	590.405	606	592791827260568064	592789502202591288	1582
1	C31H56O9	[M + H3N + H]+	C31H60NO9+	Terpenoids	0.550	Sesquiterpenoids	0.189	Open-chain polyketides	0.147	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.936	Dialkyl ethers	0.905	Polyethylene glycols	0.725	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Benzenoids; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	590.427	654	592792556440327103	592789502257117245	1583
1	C36H55N3O5	[M - H2O + H]+	C36H54N3O4+	Polyketides	0.178	Linear polyketides	0.279	Open-chain polyketides	0.350	Organic acids and derivatives	0.874	Carboxylic acids and derivatives	0.846	Amino acids, peptides, and analogues	0.590	Amino acids and derivatives	0.585	Amino acids and derivatives	0.585	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Alkanolamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	592.415	634	592792246447704442	592789502315837506	1584
1	C32H42O9	[M + Na]+	C32H42NaO9+	Terpenoids	0.735	Triterpenoids	0.938	Lanostane, Tirucallane and Euphane triterpenoids	0.723	Lipids and lipid-like molecules	0.915	Prenol lipids	0.635	Triterpenoids	0.580			Triterpenoids	0.580	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Oxosteroids; Carboxylic acids; Carboxylic acid esters; Hydroxysteroids; Triterpenoids; Carbonyl compounds; Methyl esters; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	593.276	685	592792989632241915	592789502370363463	1585
1	C32H48O9	[M + H3N + H]+	C32H52NO9+	Terpenoids	0.943	Triterpenoids	0.726	Lanostane, Tirucallane and Euphane triterpenoids	0.233	Lipids and lipid-like molecules	0.979	Prenol lipids	0.757	Triterpenoids	0.607			Triterpenoids	0.607	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	594.364	610	592791860336849918	592789502479415377	1587
1	C26H52O13	[M + Na]+	C26H52NaO13+	Polyketides	0.613	Aromatic polyketides	0.234	Open-chain polyketides	0.149	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Alcohols and polyols	0.802	Secondary alcohols	0.621	Secondary alcohols	0.621	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	595.328	669	592792894127938953	592789502538135638	1588
1	C32H54NO7P	[M + H]+	C32H55NO7P+	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	1.000	Lipids and lipid-like molecules	0.996	Glycerophospholipids	1.000	Glycerophosphocholines	0.999	Lysophosphatidylcholines	0.970	1-acyl-sn-glycero-3-phosphocholines	0.932	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	596.371	628	592791951042869997	592789502596855899	1589
1	C36H67N3O	[M + K]+	C36H67KN3O+	Alkaloids	0.591	Linear polyketides	0.226	Steroidal alkaloids	0.419	Lipids and lipid-like molecules	0.650							Lipids and lipid-like molecules	0.650	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	596.489	656	592792452362866605	592789502655576160	1590
1	C29H32N4O8S	[M + H]+	C29H33N4O8S+	Amino acids and Peptides	0.993	β-lactams	0.998	Penicillins	0.866	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.944	Peptides	0.944	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azetidines; Lactams; Beta lactams; Penams; Penicillins; Thiazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Thiohemiaminal derivatives; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Phenylacetamides; Benzenoids; Amines; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	597.205	331	592790373611245481	592789502714296421	1591
1	C33H42O11	[M - H2O + H]+	C33H41O10+	Polyketides	0.944	Macrolides	0.285	Open-chain polyketides	0.379	Lipids and lipid-like molecules	0.673							Lipids and lipid-like molecules	0.673	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	597.271	670	592792627936433918	592789502773016682	1592
1	C29H50O10	[M + K]+	C29H50KO10+	Polyketides	0.368	Lignans	0.215	Dibenzocyclooctadienes lignans	0.653	Lipids and lipid-like molecules	0.637							Lipids and lipid-like molecules	0.637	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	597.307	704	592793079038026864	592789502835931247	1593
1	C32H53O7P	[M + H3N + H]+	C32H57NO7P+	Fatty acids	0.956	Glycerophospholipids	0.999	Glycerophosphates	0.996	Lipids and lipid-like molecules	0.973	Glycerophospholipids	0.952	Glycerophosphates	0.921			Glycerophosphates	0.921	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	598.387	643	592792233625716808	592789503221807220	1594
1	C35H69NO7	[M - H2O + H]+	C35H68NO6+	Fatty acids	0.999	Fatty esters	0.931	Fatty acyl carnitines	0.925	Lipids and lipid-like molecules	0.976	Fatty Acyls	0.977	Fatty acid esters	0.928	Acyl carnitines	0.518	Acyl carnitines	0.518	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	598.504	660	592792547988804446	592789503360219257	1595
